"","hgnc_symbol","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position","band"
"16144","NOXO1",124056,"ENSG00000196408","16",1978917,1984192,"p13.3"
"16145","NPRL3",8131,"ENSG00000103148","16",84271,138860,"p13.3"
"16146","NPW",283869,"ENSG00000183971","16",2009926,2020755,"p13.3"
"16147","NR2F2",7026,"ENSG00000185551","15",96325938,96340263,"q26.2"
"16148","NTAN1",123803,"ENSG00000275779","CHR_HSCHR16_1_CTG1",15040743,15058977,""
"16149","NTAN1",123803,"ENSG00000157045","16",15037853,15056079,"p13.11"
"16150","NTHL1",4913,"ENSG00000065057","16",2039815,2047866,"p13.3"
"16151","NTN3",4917,"ENSG00000162068","16",2471499,2474145,"p13.3"
"16152","NTRK3",4916,"ENSG00000140538","15",87859751,88256768,"q25.3"
"16153","NUBP1",4682,"ENSG00000103274","16",10743786,10769351,"p13.13"
"16154","NUBP2",10101,"ENSG00000095906","16",1782901,1789191,"p13.3"
"16155","NUDT16L1",84309,"ENSG00000168101","16",4693694,4695859,"p13.3"
"16156","OR1F1",4992,"ENSG00000168124","16",3204247,3205188,"p13.3"
"16157","OR1F2P",26184,"ENSG00000203581","16",3215611,3216543,"p13.3"
"16158","OR2C1",4993,"ENSG00000168158","16",3355889,3357294,"p13.3"
"16159","OR4F15",390649,"ENSG00000182854","15",101812202,101820197,"q26.3"
"16160","OR4F4",26682,"ENSG00000177693","15",101922042,101923095,"q26.3"
"16161","OR4F6",390648,"ENSG00000184140","15",101803509,101806887,"q26.3"
"16162","PAM16",51025,"ENSG00000282228","CHR_HSCHR16_3_CTG1",4331549,4356579,""
"16163","PAM16",51025,"ENSG00000217930","16",4331549,4355607,"p13.3"
"16164","PAQR4",124222,"ENSG00000162073","16",2969245,2973489,"p13.3"
"16165","PARN",5073,"ENSG00000274829","CHR_HSCHR16_1_CTG1",14435701,14632727,""
"16166","PARN",5073,"ENSG00000140694","16",14435701,14632728,"p13.12"
"16167","PCSK6",5046,"ENSG00000140479","15",101297142,101525202,"q26.3"
"16168","PDE8A",5151,"ENSG00000073417","15",84980440,85139145,"q25.3"
"16169","PDIA2",64714,"ENSG00000185615","16",283152,287215,"p13.3"
"16170","PDPK1",5170,"ENSG00000140992","16",2537964,2603188,"p13.3"
"16171","PDXDC1",23042,"ENSG00000275498","CHR_HSCHR16_1_CTG1",15058498,15122225,""
"16172","PDXDC1",102724985,"ENSG00000275498","CHR_HSCHR16_1_CTG1",15058498,15122225,""
"16173","PDXDC1",23042,"ENSG00000276709","CHR_HSCHR16_1_CTG1",15241230,15297417,""
"16174","PDXDC1",102724985,"ENSG00000276709","CHR_HSCHR16_1_CTG1",15241230,15297417,""
"16175","PDXDC1",23042,"ENSG00000179889","16",14974591,15139339,"p13.11"
"16176","PDXDC1",102724985,"ENSG00000179889","16",14974591,15139339,"p13.11"
"16177","PEX11A",8800,"ENSG00000166821","15",89677764,89690783,"q26.1"
"16178","PGP",283871,"ENSG00000184207","16",2211997,2214807,"p13.3"
"16179","PGPEP1L",145814,"ENSG00000183571","15",98968230,99007795,"q26.3"
"16180","PIGQ",9091,"ENSG00000007541","16",566995,584136,"p13.3"
"16181","PKD1",5310,"ENSG00000008710","16",2088710,2135898,"p13.3"
"16182","PKD1P1",NA,"ENSG00000244257","16",16310341,16334190,"p13.11"
"16183","PKD1P1",NA,"ENSG00000282522","CHR_HSCHR16_1_CTG1",16395246,16465697,""
"16184","PKMYT1",9088,"ENSG00000127564","16",2968024,2980539,"p13.3"
"16185","PLA2G10",8399,"ENSG00000276870","CHR_HSCHR16_1_CTG1",14672547,14694674,""
"16186","PLA2G10",8399,"ENSG00000069764","16",14672545,14694669,"p13.12"
"16187","PLIN1",5346,"ENSG00000166819","15",89664365,89679427,"q26.1"
"16188","PMM2",5373,"ENSG00000140650","16",8788823,8849331,"p13.2"
"16189","POLG",5428,"ENSG00000140521","15",89305198,89334861,"q26.1"
"16190","POLR3K",51728,"ENSG00000161980","16",46407,53628,"p13.3"
"16191","PPL",5493,"ENSG00000118898","16",4882507,4960741,"p13.3"
"16192","PRC1",9055,"ENSG00000198901","15",90966038,90995629,"q26.1"
"16193","PRM1",5619,"ENSG00000175646","16",11280836,11281350,"p13.13"
"16194","PRM2",5620,"ENSG00000122304","16",11275639,11276480,"p13.13"
"16195","PRM3",58531,"ENSG00000178257","16",11273218,11273641,"p13.13"
"16196","PRR25",388199,"ENSG00000167945","16",805443,813861,"p13.3"
"16197","PRSS21",10942,"ENSG00000007038","16",2817180,2826304,"p13.3"
"16198","PRSS21",10942,"ENSG00000282838","CHR_HSCHR16_5_CTG1",2817180,2826304,""
"16199","PRSS22",64063,"ENSG00000005001","16",2852727,2858170,"p13.3"
"16200","PRSS22",64063,"ENSG00000282937","CHR_HSCHR16_5_CTG1",2852693,2858097,""
"16201","PRSS27",83886,"ENSG00000172382","16",2712418,2720551,"p13.3"
"16202","PRSS30P",124221,"ENSG00000172460","16",2839568,2842744,"p13.3"
"16203","PRSS30P",124221,"ENSG00000283070","CHR_HSCHR16_5_CTG1",2839565,2842741,""
"16204","PRSS33",260429,"ENSG00000103355","16",2783953,2787948,"p13.3"
"16205","PRSS41",360226,"ENSG00000215148","16",2798485,2805302,"p13.3"
"16206","PSMA4",5685,"ENSG00000041357","15",78540405,78552419,"q25.1"
"16207","PTX4",390667,"ENSG00000251692","16",1485886,1488981,"p13.3"
"16208","RAB11FIP3",9727,"ENSG00000275338","CHR_HSCHR16_CTG2",425619,526533,""
"16209","RAB11FIP3",9727,"ENSG00000090565","16",425619,523011,"p13.3"
"16210","RAB26",25837,"ENSG00000167964","16",2140803,2154165,"p13.3"
"16211","RAB40C",57799,"ENSG00000197562","16",589357,629272,"p13.3"
"16212","RASGRF1",5923,"ENSG00000058335","15",78959947,79090773,"q25.1"
"16213","RBFOX1",54715,"ENSG00000078328","16",5239802,7713338,"p13.3"
"16214","RCCD1",91433,"ENSG00000166965","15",90954870,90963125,"q26.1"
"16215","RGMA",56963,"ENSG00000182175","15",93035273,93089204,"q26.1"
"16216","RGS11",8786,"ENSG00000076344","16",268301,275980,"p13.3"
"16217","RHBDF1",64285,"ENSG00000007384","16",58059,76355,"p13.3"
"16218","RHBDL1",9028,"ENSG00000103269","16",675666,678268,"p13.3"
"16219","RHCG",51458,"ENSG00000140519","15",89471398,89496613,"q26.1"
"16220","RHOT2",89941,"ENSG00000140983","16",668086,674174,"p13.3"
"16221","RLBP1",6017,"ENSG00000140522","15",89209869,89221751,"q26.1"
"16222","RMI2",116028,"ENSG00000175643","16",11249619,11351762,"p13.13"
"16223","RNF151",146310,"ENSG00000179580","16",1966823,1968975,"p13.3"
"16224","RNPS1",10921,"ENSG00000205937","16",2253116,2268412,"p13.3"
"16225","ROGDI",79641,"ENSG00000067836","16",4796968,4802950,"p13.3"
"16226","RPL3L",6123,"ENSG00000140986","16",1943974,1957606,"p13.3"
"16227","RPS15A",6210,"ENSG00000134419","16",18781295,18790383,"p12.3"
"16228","RPS17",6218,"ENSG00000182774","15",82536753,82540564,"q25.2"
"16229","RPS17",6218,"ENSG00000278229","CHR_HSCHR15_5_CTG8",82615842,82619653,""
"16230","RPS2",6187,"ENSG00000140988","16",1962052,1964860,"p13.3"
"16231","RPUSD1",113000,"ENSG00000007376","16",784974,788397,"p13.3"
"16232","RRN3",54700,"ENSG00000278494","CHR_HSCHR16_1_CTG1",15002502,15036801,""
"16233","RRN3",54700,"ENSG00000085721","16",15060022,15094317,"p13.11"
"16234","RSL1D1",26156,"ENSG00000171490","16",11833850,11851585,"p13.13"
"16235","SCARNA15",NA,"ENSG00000252690","15",82752884,82757208,"q25.2"
"16236","SCARNA15",677778,"ENSG00000277864","15",82755945,82756071,"q25.2"
"16237","SEC11A",23478,"ENSG00000140612","15",84669538,84716716,"q25.3"
"16238","SEC14L5",9717,"ENSG00000103184","16",4958317,5019158,"p13.3"
"16239","SEMA4B",10509,"ENSG00000185033","15",90160604,90229679,"q26.1"
"16240","SH3GL3",6457,"ENSG00000140600","15",83447228,83618743,"q25.2"
"16241","SHISA9",729993,"ENSG00000237515","16",12901620,13240413,"p13.12"
"16242","SLC28A1",9154,"ENSG00000156222","15",84884654,84945796,"q25.3"
"16243","SLC9A3R2",9351,"ENSG00000065054","16",2025356,2039026,"p13.3"
"16244","SLCO3A1",28232,"ENSG00000176463","15",91853695,92172435,"q26.1"
"16245","SLX4",84464,"ENSG00000188827","16",3581181,3611598,"p13.3"
"16246","SMG1",23049,"ENSG00000157106","16",18804853,18926454,"p12.3"
"16247","SNHG9",NA,"ENSG00000255198","16",1964959,1965509,"p13.3"
"16248","SNN",8303,"ENSG00000184602","16",11668414,11679159,"p13.13"
"16249","SNORA10",574042,"ENSG00000206811","16",1962334,1962466,"p13.3"
"16250","SNORA64",26784,"ENSG00000207405","16",1962973,1963106,"p13.3"
"16251","SNORA78",677844,"ENSG00000273587","16",1965184,1965310,"p13.3"
"16252","SNORD60",26788,"ENSG00000206630","16",2155023,2155105,"p13.3"
"16253","SNRNP25",79622,"ENSG00000161981","16",53010,57669,"p13.3"
"16254","SNRPA1",6627,"ENSG00000131876","15",101281510,101295282,"q26.3"
"16255","SNX29",92017,"ENSG00000048471","16",11976737,12574289,"p13.13"
"16256","SOCS1",8651,"ENSG00000185338","16",11254405,11256179,"p13.13"
"16257","SOX8",30812,"ENSG00000005513","16",981808,986979,"p13.3"
"16258","SPATA8",145946,"ENSG00000185594","15",96783389,96785615,"q26.2"
"16259","SPSB3",90864,"ENSG00000162032","16",1776712,1793700,"p13.3"
"16260","SRL",6345,"ENSG00000185739","16",4189374,4242080,"p13.3"
"16261","SRRM2",23524,"ENSG00000167978","16",2752329,2772538,"p13.3"
"16262","SSTR5",6755,"ENSG00000162009","16",1078781,1080142,"p13.3"
"16263","ST20",400410,"ENSG00000180953","15",79898840,79923702,"q25.1"
"16264","ST20-MTHFS",100528021,"ENSG00000259332","15",79845150,79923754,"q25.1"
"16265","ST8SIA2",8128,"ENSG00000140557","15",92393828,92468728,"q26.1"
"16266","STARD5",80765,"ENSG00000172345","15",81309053,81324183,"q25.1"
"16267","STUB1",10273,"ENSG00000103266","16",680224,682870,"p13.3"
"16268","SV2B",9899,"ENSG00000185518","15",91099950,91301309,"q26.1"
"16269","SYNGR3",9143,"ENSG00000127561","16",1989660,1994275,"p13.3"
"16270","SYNM",23336,"ENSG00000182253","15",99098217,99135593,"q26.3"
"16271","TARSL2",123283,"ENSG00000185418","15",101653598,101724604,"q26.3"
"16272","TBC1D24",57465,"ENSG00000162065","16",2475051,2509560,"p13.3"
"16273","TBL3",NA,"ENSG00000183751","16",1972037,1982933,"p13.3"
"16274","TEKT5",146279,"ENSG00000153060","16",10627501,10694945,"p13.13"
"16275","TELO2",9894,"ENSG00000100726","16",1493344,1510457,"p13.3"
"16276","TFAP4",7023,"ENSG00000090447","16",4257186,4273075,"p13.3"
"16277","THOC6",79228,"ENSG00000131652","16",3024027,3027755,"p13.3"
"16278","TIGD7",91151,"ENSG00000140993","16",3298832,3305729,"p13.3"
"16279","TM2D3",80213,"ENSG00000184277","15",101621444,101652391,"q26.3"
"16280","TM6SF1",53346,"ENSG00000136404","15",83107407,83144854,"q25.2"
"16281","TMC3",342125,"ENSG00000188869","15",81331217,81374213,"q25.1"
"16282","TMC7",79905,"ENSG00000170537","16",18983934,19063942,"p12.3"
"16283","TMED3",23423,"ENSG00000166557","15",79311062,79427432,"q25.1"
"16284","TMEM114",283953,"ENSG00000232258","16",8537605,8590193,"p13.2"
"16285","TMEM186",25880,"ENSG00000184857","16",8780384,8797648,"p13.2"
"16286","TMEM204",79652,"ENSG00000131634","16",1528688,1555580,"p13.3"
"16287","TMEM8A",58986,"ENSG00000129925","16",370773,387113,"p13.3"
"16288","TNFRSF12A",51330,"ENSG00000006327","16",3018445,3022383,"p13.3"
"16289","TNFRSF17",608,"ENSG00000048462","16",11965107,11968068,"p13.13"
"16290","TNP2",7142,"ENSG00000178279","16",11267748,11269533,"p13.13"
"16291","TPSAB1",7177,"ENSG00000172236","16",1240696,1242554,"p13.3"
"16292","TPSB2",64499,"ENSG00000197253","16",1227272,1230184,"p13.3"
"16293","TPSD1",23430,"ENSG00000095917","16",1256059,1258998,"p13.3"
"16294","TPSG1",25823,"ENSG00000116176","16",1221651,1225257,"p13.3"
"16295","TRAF7",84231,"ENSG00000131653","16",2155698,2178129,"p13.3"
"16296","TRAP1",10131,"ENSG00000126602","16",3651639,3717597,"p13.3"
"16297","TSC2",7249,"ENSG00000103197","16",2047465,2088720,"p13.3"
"16298","TTC23",64927,"ENSG00000103852","15",99136323,99251223,"q26.3"
"16299","TXNDC11",51061,"ENSG00000153066","16",11679080,11742878,"p13.13"
"16300","UBE2I",7329,"ENSG00000103275","16",1308880,1327018,"p13.3"
"16301","UBE2Q2P1",388165,"ENSG00000189136","15",84526781,84571216,"q25.2"
"16302","UBE2Q2P2",100134869,"ENSG00000259429","15",82355142,82420075,"q25.2"
"16303","UBE2Q2P2",100134869,"ENSG00000282084","CHR_HSCHR15_5_CTG8",82434179,82499143,""
"16304","UBN1",29855,"ENSG00000118900","16",4846665,4882360,"p13.3"
"16305","UNC45A",55898,"ENSG00000140553","15",90930180,90954093,"q26.1"
"16306","UNKL",64718,"ENSG00000059145","16",1363205,1414751,"p13.3"
"16307","USP7",7874,"ENSG00000187555","16",8892094,8964514,"p13.2"
"16308","VASN",114990,"ENSG00000274334","CHR_HSCHR16_3_CTG1",4373807,4385487,""
"16309","VASN",114990,"ENSG00000168140","16",4371848,4383528,"p13.3"
"16310","VPS33B",26276,"ENSG00000184056","15",90998416,91022603,"q26.1"
"16311","WASH3P",NA,"ENSG00000185596","15",101961603,101976543,"q26.3"
"16312","WDR24",84219,"ENSG00000127580","16",684622,690444,"p13.3"
"16313","WDR61",80349,"ENSG00000140395","15",78277835,78299794,"q25.1"
"16314","WDR73",84942,"ENSG00000177082","15",84639281,84654343,"q25.2"
"16315","WDR90",197335,"ENSG00000161996","16",649311,667833,"p13.3"
"16316","WDR93",56964,"ENSG00000140527","15",89690797,89743638,"q26.1"
"16317","WFIKKN1",117166,"ENSG00000127578","16",629239,634116,"p13.3"
"16318","WHAMM",123720,"ENSG00000156232","15",82809628,82836108,"q25.2"
"16319","XYLT1",64131,"ENSG00000103489","16",17101769,17470881,"p12.3"
"16320","ZC3H7A",29066,"ENSG00000122299","16",11750586,11797267,"p13.13"
"16321","ZFAND6",54469,"ENSG00000086666","15",80059568,80138393,"q25.1"
"16322","ZG16B",124220,"ENSG00000162078","16",2830169,2839585,"p13.3"
"16323","ZG16B",124220,"ENSG00000283056","CHR_HSCHR16_5_CTG1",2830169,2839582,""
"16324","ZNF174",7727,"ENSG00000103343","16",3401235,3409370,"p13.3"
"16325","ZNF200",7752,"ENSG00000010539","16",3222325,3236221,"p13.3"
"16326","ZNF205",7755,"ENSG00000122386","16",3112560,3120517,"p13.3"
"16327","ZNF213",7760,"ENSG00000085644","16",3129777,3142805,"p13.3"
"16328","ZNF263",10127,"ENSG00000006194","16",3263800,3301401,"p13.3"
"16329","ZNF500",26048,"ENSG00000103199","16",4748239,4767624,"p13.3"
"16330","ZNF592",9640,"ENSG00000166716","15",84748635,84806432,"q25.3"
"16331","ZNF597",146434,"ENSG00000167981","16",3432422,3443542,"p13.3"
"16332","ZNF598",90850,"ENSG00000167962","16",1997654,2009823,"p13.3"
"16333","ZNF710",374655,"ENSG00000140548","15",90001392,90082206,"q26.1"
"16334","ZNF75A",7627,"ENSG00000162086","16",3305406,3318852,"p13.3"
"16335","ZNF774",342132,"ENSG00000196391","15",90352245,90369146,"q26.1"
"16336","ZSCAN10",84891,"ENSG00000130182","16",3088890,3099317,"p13.3"
"16337","ZSCAN2",54993,"ENSG00000176371","15",84600986,84627796,"q25.2"
"16338","AARS",16,"ENSG00000090861","16",70252295,70289543,"q22.1"
"16339","ABCC11",85320,"ENSG00000121270","16",48166910,48247568,"q12.1"
"16340","ABCC12",94160,"ENSG00000140798","16",48082973,48156018,"q12.1"
"16341","ACD",65057,"ENSG00000102977","16",67657512,67660815,"q22.1"
"16342","ACSM1",116285,"ENSG00000166743","16",20623237,20698890,"p12.3"
"16343","ACSM2A",123876,"ENSG00000183747","16",20451461,20487667,"p12.3"
"16344","ACSM2B",348158,"ENSG00000066813","16",20536226,20576427,"p12.3"
"16345","ACSM3",6296,"ENSG00000005187","16",20610243,20797581,"p12.3"
"16346","ACSM5",54988,"ENSG00000183549","16",20409534,20441336,"p12.3"
"16347","ADCY7",113,"ENSG00000121281","16",50246137,50318135,"q12.1"
"16348","AGRP",181,"ENSG00000159723","16",67482571,67483813,"q22.1"
"16349","AHSP",51327,"ENSG00000169877","16",31527864,31528803,"p11.2"
"16350","AKTIP",64400,"ENSG00000166971","16",53491040,53504411,"q12.2"
"16351","ALDOA",226,"ENSG00000149925","16",30053090,30070457,"p11.2"
"16352","AMFR",267,"ENSG00000159461","16",56361452,56425538,"q13"
"16353","ANKRD26P1",NA,"ENSG00000261239","16",46469341,46569097,"q11.2"
"16354","ANKS4B",257629,"ENSG00000175311","16",21233665,21253845,"p12.2"
"16355","ANKS4B",257629,"ENSG00000284290","CHR_HG926_PATCH",21233665,21253845,""
"16356","AP1G1",164,"ENSG00000166747","16",71729000,71809201,"q22.2"
"16357","APOBR",55911,"ENSG00000184730","16",28494649,28498970,"p12.1"
"16358","AQP8",343,"ENSG00000103375","16",25215731,25228940,"p12.1"
"16359","ARHGAP17",55114,"ENSG00000140750","16",24919385,25015666,"p12.1"
"16360","ARL2BP",23568,"ENSG00000102931","16",57245098,57253635,"q13"
"16361","ARMC5",79798,"ENSG00000140691","16",31458080,31467166,"p11.2"
"16362","ASPHD1",253982,"ENSG00000174939","16",29900375,29919864,"p11.2"
"16363","ATP2A1",487,"ENSG00000196296","16",28878405,28904509,"p11.2"
"16364","ATP6V0D1",9114,"ENSG00000159720","16",67438014,67481237,"q22.1"
"16365","ATXN1L",342371,"ENSG00000224470","16",71845991,71885268,"q22.2"
"16366","ATXN2L",11273,"ENSG00000168488","16",28823035,28837237,"p11.2"
"16367","B3GNT9",84752,"ENSG00000237172","16",67148105,67151214,"q22.1"
"16368","BBS2",583,"ENSG00000125124","16",56466836,56520283,"q13"
"16369","BCKDK",10295,"ENSG00000103507","16",31106107,31112791,"p11.2"
"16370","BCL7C",9274,"ENSG00000099385","16",30833626,30894960,"p11.2"
"16371","BEAN1",146227,"ENSG00000166546","16",66427297,66493529,"q21"
"16372","BOLA2",552900,"ENSG00000183336","16",29443056,29454964,"p11.2"
"16373","BOLA2",107984053,"ENSG00000183336","16",29443056,29454964,"p11.2"
"16374","BOLA2B",552900,"ENSG00000169627","16",30192934,30194306,"p11.2"
"16375","BOLA2B",654483,"ENSG00000169627","16",30192934,30194306,"p11.2"
"16376","BOLA2B",107984053,"ENSG00000169627","16",30192934,30194306,"p11.2"
"16377","BRD7",29117,"ENSG00000166164","16",50313487,50368934,"q12.1"
"16378","C16orf52",730094,"ENSG00000185716","16",22007638,22087534,"p12.2"
"16379","C16orf52",102725138,"ENSG00000185716","16",22007638,22087534,"p12.2"
"16380","C16orf52",730094,"ENSG00000284487","CHR_HG926_PATCH",22193813,22273709,""
"16381","C16orf52",102725138,"ENSG00000284487","CHR_HG926_PATCH",22193813,22273709,""
"16382","C16orf54",283897,"ENSG00000185905","16",29742463,29746006,"p11.2"
"16383","C16orf54",105369277,"ENSG00000185905","16",29742463,29746006,"p11.2"
"16384","C16orf58",64755,"ENSG00000140688","16",31489471,31509309,"p11.2"
"16385","C16orf62",57020,"ENSG00000103544","16",19555240,19706793,"p12.3"
"16386","C16orf70",80262,"ENSG00000125149","16",67109958,67148539,"q22.1"
"16387","C16orf78",123970,"ENSG00000166152","16",49373823,49399431,"q12.1"
"16388","C16orf82",162083,"ENSG00000234186","16",27066707,27069165,"p12.1"
"16389","C16orf86",388284,"ENSG00000159761","16",67666816,67668758,"q22.1"
"16390","C16orf87",388272,"ENSG00000155330","16",46796607,46831411,"q11.2"
"16391","C16orf92",146378,"ENSG00000167194","16",30023334,30027736,"p11.2"
"16392","CA7",766,"ENSG00000168748","16",66844379,66854153,"q22.1"
"16393","CACNG3",10368,"ENSG00000006116","16",24255553,24362801,"p12.1"
"16394","CALB2",794,"ENSG00000172137","16",71358713,71390438,"q22.2"
"16395","CALB2",794,"ENSG00000282830","CHR_HSCHR16_4_CTG3_1",71363481,71395226,""
"16396","CAPNS2",84290,"ENSG00000256812","16",55566672,55567687,"q12.2"
"16397","CBFB",865,"ENSG00000067955","16",67029116,67101058,"q22.1"
"16398","CBLN1",869,"ENSG00000102924","16",49277917,49281831,"q12.1"
"16399","CCDC102A",92922,"ENSG00000135736","16",57512178,57536599,"q21"
"16400","CCDC113",29070,"ENSG00000103021","16",58231157,58283836,"q21"
"16401","CCL17",6361,"ENSG00000102970","16",57404767,57416062,"q21"
"16402","CCL22",6367,"ENSG00000102962","16",57358772,57366190,"q21"
"16403","CCP110",9738,"ENSG00000103540","16",19523811,19553408,"p12.3"
"16404","CD19",930,"ENSG00000177455","16",28931939,28939346,"p11.2"
"16405","CD2BP2",10421,"ENSG00000169217","16",30350766,30355361,"p11.2"
"16406","CDH1",999,"ENSG00000039068","16",68737225,68835548,"q22.1"
"16407","CDH11",1009,"ENSG00000140937","16",64943753,65126112,"q21"
"16408","CDH16",1014,"ENSG00000166589","16",66908122,66918984,"q22.1"
"16409","CDH3",1001,"ENSG00000062038","16",68636189,68722616,"q22.1"
"16410","CDH5",1003,"ENSG00000179776","16",66366622,66404786,"q21"
"16411","CDH8",1006,"ENSG00000150394","16",61647242,62037035,"q21"
"16412","CDIPT",10423,"ENSG00000103502","16",29858357,29863736,"p11.2"
"16413","CDR2",1039,"ENSG00000140743","16",22345936,22437165,"p12.2"
"16414","CDR2",101060399,"ENSG00000140743","16",22345936,22437165,"p12.2"
"16415","CENPT",80152,"ENSG00000102901","16",67828157,67847811,"q22.1"
"16416","CES1",1066,"ENSG00000198848","16",55802851,55833337,"q12.2"
"16417","CES1",1066,"ENSG00000262243","CHR_HSCHR16_1_CTG3_1",55799704,55830035,""
"16418","CES1P1",51716,"ENSG00000228695","16",55760566,55793960,"q12.2"
"16419","CES1P1",51716,"ENSG00000281948","CHR_HSCHR16_1_CTG3_1",55773402,55790834,""
"16420","CES1P2",NA,"ENSG00000260765","16",55728115,55750111,"q12.2"
"16421","CES2",8824,"ENSG00000172831","16",66934444,66945096,"q22.1"
"16422","CES3",23491,"ENSG00000172828","16",66961237,66975148,"q22.1"
"16423","CES4A",283848,"ENSG00000172824","16",66988589,67009758,"q22.1"
"16424","CES5A",221223,"ENSG00000159398","16",55846154,55956031,"q12.2"
"16425","CES5A",221223,"ENSG00000261972","CHR_HSCHR16_1_CTG3_1",55843031,55952925,""
"16426","CETP",1071,"ENSG00000087237","16",56961850,56983845,"q13"
"16427","CHD9",80205,"ENSG00000177200","16",53055033,53329150,"q12.2"
"16428","CHP2",63928,"ENSG00000166869","16",23754627,23758951,"p12.2"
